customer_id,total_bookings,cancel_rate,mean_lead_time,mean_adr,total_revenue,avg_stay_nights,total_guests,special_requests_mean,booking_changes_mean,used_promo_rate,repeated_rate,previous_cancel_mean,previous_success_mean,deposit_type_mode,customer_type_mode,recency_days,avg_spent_per_booking,freq_per_month,loyalty_index,engagement_score,cluster
DEU_298.0_Offline TA/TO,1,0.0,158.0,75.0,300.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,103,300.0,0.2912621359223301,0.0,2.0,2
DEU_3.0_Offline TA/TO,3,0.0,125.0,86.3,1307.1,5.333333333333333,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0,2,360,435.7,0.25,0.0,1.0,1
DEU_306.0_Online TA,3,0.0,0.6666666666666666,98.66333333333334,665.2,2.6666666666666665,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,37,221.73333333333335,2.4324324324324325,0.0,1.0,3
DEU_31.0_Offline TA/TO,2,0.0,85.0,112.5,675.0,3.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0,3,712,337.5,0.0842696629213483,0.0,0.5,1
DEU_314.0_Offline TA/TO,11,0.0,88.18181818181819,69.05454545454546,6235.47,7.818181818181818,2.0,0.4545454545454545,0.6363636363636364,0.0,0.0,0.0,0.0,0,2,445,566.8609090909091,0.7415730337078651,0.0,1.0909090909090908,1
DEU_314.0_Online TA,14,0.0,123.92857142857144,87.7807142857143,10179.84,7.928571428571429,1.7142857142857142,0.0714285714285714,0.8571428571428571,1.0,0.0,0.0,0.0,0,2,62,727.1314285714286,6.774193548387096,0.0,1.9285714285714284,3
DEU_324.0_Corporate,1,0.0,32.0,36.0,108.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,2,670,108.0,0.044776119402985,0.0,3.0,2
DEU_336.0_Offline TA/TO,1,0.0,9.0,48.9,195.6,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,294,195.6,0.1020408163265306,0.0,0.0,1
DEU_354.0_Online TA,1,0.0,4.0,136.02,1088.16,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,41,1088.16,0.7317073170731707,0.0,1.0,3
DEU_36.0_Offline TA/TO,1,0.0,3.0,36.8,257.59999999999997,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,624,257.59999999999997,0.048076923076923,0.0,0.0,1
DEU_37.0_Groups,2,0.0,49.0,72.5,510.0,3.5,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0,2,658,255.0,0.0911854103343465,0.0,0.5,1
DEU_39.0_Groups,2,0.0,35.0,135.0,690.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0,3,123,345.0,0.4878048780487805,0.0,1.0,1
DEU_390.0_Offline TA/TO,3,0.0,140.33333333333334,124.0,1488.0,4.0,2.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,3,144,496.0,0.625,0.0,0.3333333333333333,1
DEU_42.0_Offline TA/TO,31,0.0,139.2258064516129,87.08870967741936,11080.05,4.161290322580645,2.0,0.4516129032258064,0.032258064516129,0.0,0.0,0.0,0.0,0,2,8,357.42096774193544,116.25,0.0,0.4838709677419355,1
DEU_42.0_Online TA,5,0.0,66.8,93.344,2122.56,4.2,2.0,0.2,0.0,1.0,0.0,0.0,0.0,0,2,38,424.512,3.947368421052632,0.0,1.2,3
DEU_423.0_Online TA,1,0.0,4.0,141.04,705.1999999999999,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,78,705.1999999999999,0.3846153846153846,0.0,1.0,3
DEU_459.0_Groups,3,0.0,31.333333333333332,130.0,1300.0,3.3333333333333335,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,118,433.3333333333333,0.7627118644067797,0.0,1.0,1
DEU_493.0_Groups,18,0.0,96.61111111111111,82.58722222222222,12051.01,8.0,2.0,0.3888888888888889,0.8333333333333334,0.0,0.0,0.0,0.0,0,0,144,669.5005555555556,3.75,0.0,1.2222222222222223,1
DEU_5.0_Offline TA/TO,1,0.0,11.0,32.0,96.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,665,96.0,0.0451127819548872,0.0,0.0,1
DEU_52.0_Offline TA/TO,2,0.0,48.5,82.05,342.29999999999995,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,2,133,171.14999999999998,0.4511278195488721,0.0,0.0,1
DEU_58.0_Groups,2,0.0,248.0,80.0,320.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,3,156,160.0,0.3846153846153846,0.0,2.0,2
DEU_58.0_Offline TA/TO,6,0.0,235.66666666666663,95.945,2947.02,5.0,1.5,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0,3,339,491.17,0.5309734513274336,0.0,0.1666666666666666,1
DEU_6.0_Complementary,1,0.0,347.0,3.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,324,6.0,0.0925925925925925,0.0,1.0,1
DEU_6.0_Groups,15,0.0,242.86666666666667,96.8,2989.5,2.066666666666667,1.3333333333333333,0.4666666666666667,0.5333333333333333,0.0,0.0,0.0,0.0,0,3,18,199.3,25.0,0.0,1.0,1
DEU_6.0_Offline TA/TO,174,0.0,205.42528735632183,92.7693103448276,38282.0,2.5114942528735633,1.632183908045977,0.3850574712643678,0.4885057471264368,0.0,0.0,0.0,0.0,0,3,15,220.0114942528736,348.0,0.0,0.8735632183908046,1
DEU_69.0_Offline TA/TO,40,0.0,150.85,77.36525,31122.83,9.725,1.775,0.4,0.3,0.0,0.025,0.0,0.025,0,2,0,778.07075,0.0,0.05,0.7,1
DEU_7.0_Online TA,309,0.0064724919093851,78.32686084142395,90.1288996763754,105671.85,3.928802588996764,1.9741100323624596,0.9902912621359224,0.0711974110032362,1.0,0.0032362459546925,0.0,0.0032362459546925,0,2,15,341.9800970873787,618.0,0.0064308681672025,2.0614886731391584,3
DEU_75.0_Complementary,1,0.0,9.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0,2,426,0.0,0.0704225352112676,0.0,3.0,3
DEU_75.0_Offline TA/TO,33,0.0,147.8181818181818,82.70030303030303,31002.33,12.515151515151516,2.0,0.4848484848484848,0.1818181818181818,0.0,0.0,0.0,0.0,0,2,10,939.4645454545456,99.0,0.0,0.6666666666666667,1
DEU_77.0_Offline TA/TO,1,0.0,11.0,65.0,195.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,231,195.0,0.1298701298701298,0.0,1.0,1
DEU_8.0_Offline TA/TO,8,0.0,79.875,50.2,1937.3,4.75,1.75,0.125,0.125,0.0,0.0,0.0,0.0,0,2,8,242.1625,30.0,0.0,0.25,1
DEU_8.0_Online TA,69,0.0289855072463768,101.6086956521739,113.92392318840582,26701.191400000003,3.391304347826087,1.9855072463768115,0.7971014492753623,0.0579710144927536,1.0,0.0,0.0,0.0144927536231884,0,2,31,386.9737884057972,66.77419354838709,0.0140845070422535,1.855072463768116,3
DEU_83.0_Offline TA/TO,28,0.0,110.75,98.77964285714286,10334.71,3.857142857142857,2.2142857142857144,0.1071428571428571,0.1428571428571428,0.0,0.0,0.0,0.0,0,2,172,369.0967857142858,4.883720930232558,0.0,0.25,1
DEU_83.0_Online TA,22,0.0,105.0909090909091,114.16863636363637,12557.81,5.2727272727272725,2.136363636363636,0.2272727272727272,0.0909090909090909,1.0,0.0,0.0,0.0,0,2,23,570.8095454545454,28.695652173913043,0.0,1.318181818181818,3
DEU_85.0_Offline TA/TO,47,0.0,84.19148936170212,81.9227659574468,16473.64,4.25531914893617,1.9574468085106385,0.1914893617021276,0.0212765957446808,0.0,0.0,0.0,0.0,0,2,18,350.5029787234042,78.33333333333334,0.0,0.2127659574468085,1
DEU_85.0_Online TA,10,0.0,78.7,92.28,2489.2,2.7,2.0,0.1,0.0,1.0,0.0,0.0,0.0,0,2,11,248.92,27.272727272727273,0.0,1.1,3
DEU_86.0_Groups,1,0.0,41.0,108.0,324.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,3,362,324.0,0.0828729281767955,0.0,2.0,2
DEU_86.0_Offline TA/TO,2,0.0,57.0,78.69,629.52,4.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0,2,370,314.76,0.1621621621621621,0.0,1.0,1
DEU_86.0_Online TA,2,0.0,23.5,93.035,558.21,3.0,1.5,0.5,0.0,1.0,0.0,0.0,0.0,0,2,97,279.105,0.6185567010309279,0.0,1.5,3
DEU_89.0_Online TA,3,0.0,107.33333333333331,71.54,778.68,3.6666666666666665,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,172,259.56,0.5232558139534884,0.0,1.0,3
DEU_9.0_Online TA,2589,0.3453070683661645,108.70181537273078,121.7269911162611,1078022.16,3.455001931247586,2.1243723445345695,0.9165701042873696,0.1869447663190421,1.0,0.0007724990343762,0.0050212437234453,0.0030899961375048,0,2,7,416.3855388180765,11095.714285714286,0.0028710881424059,2.1035148706064115,3
DEU_95.0_Offline TA/TO,3,0.0,33.666666666666664,116.47333333333334,3171.58,9.666666666666666,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0,2,510,1057.1933333333334,0.1764705882352941,0.0,0.0,1
DEU_98.0_Offline TA/TO,7,0.0,92.71428571428572,120.71428571428572,2335.0,2.7142857142857144,1.2857142857142858,0.1428571428571428,1.1428571428571428,0.0,0.0,0.0,0.0,0,3,18,333.57142857142856,11.666666666666668,0.0,1.2857142857142856,1
DEU_NoAgent_Aviation,8,0.0,4.25,115.625,2305.0,2.625,1.125,0.0,0.625,0.0,0.5,0.0,0.625,0,2,82,288.125,2.926829268292683,1.125,0.625,1
DEU_NoAgent_Complementary,3,0.0,10.666666666666666,71.33333333333333,289.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0,2,301,96.33333333333331,0.2990033222591362,0.0,0.6666666666666666,1
DEU_NoAgent_Corporate,32,0.0,28.25,96.0846875,5986.09,1.9375,1.34375,0.15625,1.0625,0.0,0.0,0.0,0.0,0,3,15,187.0653125,64.0,0.0,1.21875,1
DEU_NoAgent_Direct,123,0.032520325203252,43.54471544715447,104.21178861788616,35717.32,2.959349593495935,1.83739837398374,0.4959349593495935,0.3902439024390244,0.0,0.040650406504065,0.0,0.032520325203252,0,2,32,290.38471544715446,115.3125,0.0708661417322834,0.8861788617886179,1
DEU_NoAgent_Groups,38,0.0,86.13157894736842,72.57894736842105,8866.0,3.3684210526315788,1.4210526315789471,0.2105263157894736,0.5789473684210527,0.0,0.0,0.0,0.0,0,3,120,233.31578947368425,9.5,0.0,0.7894736842105263,1
DEU_NoAgent_Offline TA/TO,11,0.0,57.54545454545455,86.7209090909091,2022.3,1.9090909090909092,1.818181818181818,0.1818181818181818,0.0909090909090909,0.0,0.0,0.0,0.0,0,2,60,183.84545454545457,5.5,0.0,0.2727272727272727,1
DEU_NoAgent_Online TA,21,0.0952380952380952,31.142857142857142,99.50571428571428,4209.78,2.2857142857142856,1.9047619047619049,0.8095238095238095,0.238095238095238,1.0,0.0,0.0,0.0,0,2,60,200.46571428571428,10.5,0.0,2.047619047619047,3
DJI_240.0_Online TA,1,0.0,0.0,261.6207000000011,261.6207000000011,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,57,261.6207000000011,0.5263157894736842,0.0,1.0,3
DMA_9.0_Online TA,1,0.0,124.0,105.3,421.2,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0,2,405,421.2,0.074074074074074,0.0,2.0,3
DNK_1.0_Groups,1,0.0,17.0,170.0,680.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,715,680.0,0.0419580419580419,0.0,1.0,1
DNK_11.0_Online TA,2,0.0,128.5,75.275,967.55,6.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,408,483.775,0.1470588235294117,0.0,1.0,3
DNK_138.0_Offline TA/TO,1,0.0,37.0,72.0,216.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,284,216.0,0.1056338028169014,0.0,0.0,1
DNK_14.0_Direct,23,0.0869565217391304,100.21739130434784,141.6182608695652,14029.44,4.217391304347826,2.4782608695652173,0.782608695652174,0.4347826086956521,0.0,0.0,0.0,0.0,0,2,28,609.9756521739131,24.642857142857142,0.0,1.2173913043478262,1
DNK_15.0_Offline TA/TO,1,0.0,3.0,120.0,120.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,41,120.0,0.7317073170731707,0.0,0.0,1
DNK_152.0_Online TA,1,0.0,0.0,58.31,58.31,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,233,58.31,0.1287553648068669,0.0,1.0,3
DNK_171.0_Groups,2,0.0,29.0,65.0,390.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,236,195.0,0.2542372881355932,0.0,0.0,1
DNK_19.0_Offline TA/TO,1,0.0,151.0,71.0,213.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,3,601,213.0,0.0499168053244592,0.0,3.0,2
DNK_195.0_Online TA,1,0.0,0.0,128.0,128.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,218,128.0,0.1376146788990825,0.0,1.0,3
DNK_22.0_Offline TA/TO,1,0.0,26.0,108.0,432.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0,2,699,432.0,0.0429184549356223,0.0,2.0,2
DNK_234.0_Offline TA/TO,2,0.0,181.5,120.0,240.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,336,120.0,0.1785714285714285,0.0,1.0,1
DNK_240.0_Online TA,19,0.2631578947368421,102.63157894736842,106.96263157894737,9853.16,4.7368421052631575,2.3157894736842106,1.0,0.3157894736842105,1.0,0.0,0.0,0.0,0,2,64,518.5873684210526,8.90625,0.0,2.3157894736842106,3
DNK_241.0_Online TA,11,0.0,50.63636363636363,94.16545454545454,5117.21,4.636363636363637,1.9090909090909092,0.9090909090909092,0.0,1.0,0.0,0.0,0.0,0,2,51,465.2009090909091,6.470588235294118,0.0,1.9090909090909092,3
DNK_242.0_Online TA,7,0.0,147.14285714285714,125.36571428571428,3357.63,3.7142857142857144,2.0,1.1428571428571428,0.2857142857142857,1.0,0.0,0.0,0.0,0,2,28,479.6614285714286,7.5,0.0,2.4285714285714284,3
DNK_250.0_Direct,7,0.0,105.14285714285714,145.8686714285716,4689.702800000005,4.571428571428571,2.4285714285714284,1.1428571428571428,0.7142857142857143,0.0,0.0,0.0,0.0,0,2,33,669.9575428571435,6.363636363636363,0.0,1.8571428571428572,3
DNK_251.0_Offline TA/TO,3,0.0,183.0,95.0,285.0,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0,3,98,95.0,0.9183673469387756,0.0,0.0,1
DNK_253.0_Offline TA/TO,8,0.0,171.5,93.5375,5238.1,7.0,2.125,0.625,0.375,0.0,0.0,0.0,0.0,0,2,348,654.7625,0.6896551724137931,0.0,1.0,1
DNK_3.0_Offline TA/TO,1,0.0,219.0,76.67,230.01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,738,230.01,0.040650406504065,0.0,0.0,1
DNK_34.0_Offline TA/TO,1,0.0,192.0,95.0,190.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,445,190.0,0.0674157303370786,0.0,0.0,1
DNK_37.0_Groups,2,0.0,98.0,70.0,420.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,658,210.0,0.0911854103343465,0.0,0.0,1
DNK_39.0_Groups,1,0.0,35.0,140.0,140.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,126,140.0,0.238095238095238,0.0,1.0,1
DNK_42.0_Offline TA/TO,1,0.0,64.0,103.5,310.5,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,64,310.5,0.46875,0.0,1.0,1
DNK_481.0_Corporate,1,0.0,76.0,50.0,100.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,287,100.0,0.1045296167247386,0.0,1.0,1
DNK_6.0_Offline TA/TO,3,0.0,156.33333333333334,71.8,557.8,3.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,3,70,185.9333333333333,1.2857142857142856,0.0,0.3333333333333333,1
DNK_7.0_Online TA,26,0.0,78.61538461538461,93.0823076923077,11136.74,4.846153846153846,1.9615384615384617,1.2307692307692308,0.0384615384615384,1.0,0.0,0.0,0.0,0,2,32,428.3361538461538,24.375,0.0,2.269230769230769,3
DNK_74.0_Groups,6,0.0,9.5,93.33333333333331,1120.0,2.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0,3,721,186.66666666666663,0.2496532593619972,0.0,0.0,1
DNK_8.0_Online TA,22,0.0,100.3181818181818,148.48639545454552,11017.012100000004,3.590909090909091,2.363636363636364,1.181818181818182,0.1363636363636363,1.0,0.0,0.0,0.0,0,2,25,500.77327727272746,26.4,0.0,2.3181818181818183,3
DNK_83.0_Offline TA/TO,1,0.0,205.0,69.36,208.08,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,284,208.08,0.1056338028169014,0.0,0.0,1
DNK_85.0_Online TA,1,0.0,62.0,71.1,71.1,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,43,71.1,0.6976744186046512,0.0,1.0,3
DNK_9.0_Online TA,200,0.42,126.97,126.81535,107053.29,4.225,2.275,0.77,0.275,1.0,0.0,0.0,0.0,0,2,11,535.26645,545.4545454545455,0.0,2.045,3
DNK_95.0_Corporate,1,0.0,14.0,95.0,285.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,3,698,285.0,0.0429799426934097,0.0,2.0,2
DNK_NoAgent_Complementary,2,0.0,22.5,1.5,6.0,3.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0,2,290,3.0,0.2068965517241379,0.0,0.5,1
DNK_NoAgent_Corporate,8,0.0,36.25,84.90625,2072.0,3.125,1.625,0.0,0.5,0.0,0.0,0.0,0.0,0,3,120,259.0,2.0,0.0,0.5,1
DNK_NoAgent_Direct,12,0.0,26.5,115.7192250000001,5090.064900000008,3.25,2.3333333333333335,0.8333333333333334,0.1666666666666666,0.0,0.0833333333333333,0.0,0.0833333333333333,0,2,57,424.17207500000063,6.315789473684211,0.1666666666666666,1.0,1
DNK_NoAgent_Groups,4,0.0,211.0,84.0,924.0,2.75,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0,2,132,231.0,0.9090909090909092,0.0,1.0,1
DOM_12.0_Offline TA/TO,1,0.0,338.0,90.67,272.01,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3,339,272.01,0.0884955752212389,0.0,1.0,1
DOM_240.0_Online TA,3,0.0,74.0,97.76666666666668,1674.0,4.666666666666667,2.0,1.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0,2,112,558.0,0.8035714285714286,0.0,2.6666666666666665,3
DOM_390.0_Offline TA/TO,1,0.0,133.0,124.0,496.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,144,496.0,0.2083333333333333,0.0,0.0,1
DOM_9.0_Online TA,6,1.0,217.0,133.56833333333336,3660.9,4.5,2.6666666666666665,0.1666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0,2,132,610.15,1.3636363636363635,0.0,1.5,0
DOM_NoAgent_Direct,1,0.0,7.0,114.0,114.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,693,114.0,0.0432900432900432,0.0,0.0,1
DZA_11.0_Online TA,1,0.0,89.0,86.4,172.8,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,47,172.8,0.6382978723404256,0.0,1.0,3
DZA_118.0_Offline TA/TO,1,0.0,49.0,67.32,269.28,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,538,269.28,0.0557620817843866,0.0,0.0,1
DZA_12.0_Offline TA/TO,5,0.0,4.0,96.0,1644.0,3.4,1.4,0.0,0.8,0.0,0.0,0.0,0.4,0,3,552,328.8,0.2717391304347826,0.4,0.8,1
DZA_134.0_Offline TA/TO,1,0.0,117.0,76.0,152.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,561,152.0,0.053475935828877,0.0,1.0,1
DZA_177.0_Offline TA/TO,1,0.0,29.0,68.4,478.80000000000007,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,306,478.80000000000007,0.0980392156862745,0.0,1.0,1
DZA_19.0_Groups,1,0.0,47.0,75.0,225.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,238,225.0,0.1260504201680672,0.0,1.0,1
DZA_240.0_Online TA,7,0.7142857142857143,69.85714285714286,133.26714285714286,4984.93,6.428571428571429,1.8571428571428572,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0,2,309,712.1328571428572,0.6796116504854368,0.0,2.142857142857143,3
DZA_28.0_Offline TA/TO,4,0.0,79.5,82.5,1755.0,5.25,1.5,0.0,0.25,0.0,0.0,0.0,0.0,0,2,131,438.75,0.9160305343511452,0.0,0.25,1
DZA_29.0_Groups,1,0.0,192.0,95.0,190.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,326,190.0,0.0920245398773006,0.0,0.0,1
DZA_314.0_Offline TA/TO,2,0.0,18.0,59.16,591.5999999999999,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,672,295.79999999999995,0.0892857142857142,0.0,0.0,1
DZA_37.0_Groups,1,0.0,98.0,70.0,280.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,657,280.0,0.045662100456621,0.0,1.0,1
DZA_6.0_Offline TA/TO,1,0.0,3.0,75.0,150.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,194,150.0,0.1546391752577319,0.0,1.0,1
DZA_7.0_Online TA,9,0.0,30.88888888888889,119.89777777777778,3126.9300000000003,3.0,2.3333333333333335,1.2222222222222223,0.0,1.0,0.0,0.0,0.0,0,2,125,347.4366666666667,2.1599999999999997,0.0,2.2222222222222223,3
DZA_83.0_Offline TA/TO,1,0.0,12.0,110.5,552.5,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,705,552.5,0.0425531914893617,0.0,1.0,1
DZA_83.0_Online TA,1,0.0,28.0,95.98,671.86,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0,2,224,671.86,0.1339285714285714,0.0,2.0,3
DZA_85.0_Online TA,1,0.0,20.0,94.0,94.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,86,94.0,0.3488372093023256,0.0,1.0,3
DZA_9.0_Online TA,34,0.4411764705882353,42.94117647058823,127.83327647058827,21564.14420000001,5.235294117647059,2.235294117647059,0.9411764705882352,0.3235294117647059,1.0,0.0,0.0,0.0,0,2,24,634.2395352941178,42.5,0.0,2.264705882352941,3
DZA_99.0_Offline TA/TO,1,0.0,14.0,100.0,200.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,698,200.0,0.0429799426934097,0.0,0.0,1
DZA_NoAgent_Aviation,4,0.25,4.75,106.0,1162.0,2.75,1.25,0.0,0.0,0.0,0.5,0.25,0.5,0,2,125,290.5,0.96,0.8,0.0,1
DZA_NoAgent_Corporate,1,0.0,6.0,100.63,402.52,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,300,402.52,0.1,0.0,0.0,1
DZA_NoAgent_Direct,3,0.0,8.333333333333334,199.87356666666705,1163.620700000001,2.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,3,104,387.87356666666705,0.8653846153846153,0.0,1.3333333333333333,3
DZA_NoAgent_Offline TA/TO,1,0.0,34.0,115.0,115.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,70,115.0,0.4285714285714285,0.0,1.0,1
ECU_14.0_Direct,8,0.5,32.625,158.4213375000001,4780.362100000003,4.0,2.0,0.375,0.125,0.0,0.0,0.0,0.0,0,2,62,597.5452625000004,3.870967741935483,0.0,0.5,0
ECU_22.0_Offline TA/TO,1,0.0,35.0,95.0,285.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,193,285.0,0.155440414507772,0.0,1.0,1
ECU_250.0_Direct,1,0.0,4.0,67.33,201.99,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,168,201.99,0.1785714285714285,0.0,0.0,1
ECU_315.0_Groups,1,0.0,18.0,120.0,240.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3,113,240.0,0.2654867256637168,0.0,1.0,1
ECU_9.0_Online TA,13,0.2307692307692307,27.384615384615383,118.02307692307691,4854.9,3.692307692307693,2.230769230769231,0.9230769230769232,0.0,1.0,0.0,0.0,0.0,0,2,28,373.45384615384614,13.928571428571429,0.0,1.9230769230769231,3
ECU_NoAgent_Direct,1,0.0,0.0,39.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,275,39.0,0.1090909090909091,0.0,0.0,1
EGY_1.0_Groups,1,0.0,16.0,170.0,850.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,715,850.0,0.0419580419580419,0.0,1.0,1
EGY_134.0_Offline TA/TO,2,0.0,116.5,76.0,456.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,560,228.0,0.1071428571428571,0.0,1.0,1
EGY_19.0_Offline TA/TO,2,0.0,149.0,71.0,639.0,4.5,1.0,0.0,5.5,0.0,0.0,0.0,0.0,0,3,601,319.5,0.0998336106489184,0.0,5.5,2
EGY_28.0_Offline TA/TO,1,0.0,21.0,85.0,255.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,342,255.0,0.087719298245614,0.0,0.0,1
EGY_306.0_Online TA,1,0.0,1.0,122.89,245.78,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,381,245.78,0.0787401574803149,0.0,1.0,3
EGY_37.0_Groups,3,0.0,85.66666666666667,70.0,630.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,658,210.0,0.1367781155015197,0.0,0.0,1
EGY_9.0_Online TA,20,0.5,67.95,134.64253500000004,11245.5807,4.55,2.0,0.9,1.05,1.0,0.0,0.0,0.0,0,2,122,562.279035,4.918032786885246,0.0,2.95,3
EGY_NoAgent_Direct,1,0.0,1.0,91.0,91.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,582,91.0,0.0515463917525773,0.0,1.0,1
ESP_1.0_Groups,148,0.027027027027027,52.17567567567568,63.88175675675676,27114.5,2.858108108108108,1.8716216216216215,0.1554054054054054,0.3986486486486486,0.0,0.0,0.0,0.0,0,3,559,183.2060810810811,7.942754919499106,0.0,0.5540540540540541,1
ESP_10.0_Online TA,10,0.0,8.9,101.8,2307.2,2.4,1.4,0.3,0.3,1.0,0.0,0.0,0.0,0,2,127,230.71999999999997,2.3622047244094486,0.0,1.6,3
ESP_104.0_Offline TA/TO,1,0.0,8.0,166.5,166.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,14,166.5,2.142857142857143,0.0,0.0,1
ESP_105.0_Offline TA/TO,1,0.0,63.0,196.54,1375.78,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,797,1375.78,0.0376411543287327,0.0,1.0,1
